2023-11-13T00:40:52.451-03:00  INFO 17044 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] o.s.a.r.l.SimpleMessageListenerContainer : Waiting for workers to finish.
2023-11-13T00:40:52.455-03:00  INFO 17044 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-2] o.s.a.r.l.SimpleMessageListenerContainer : Waiting for workers to finish.
2023-11-13T00:40:52.500-03:00  INFO 17044 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-2] o.s.a.r.l.SimpleMessageListenerContainer : Waiting for workers to finish.
2023-11-13T00:40:53.141-03:00  INFO 17044 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-2] o.s.a.r.l.SimpleMessageListenerContainer : Successfully waited for workers to finish.
2023-11-13T00:40:53.141-03:00  INFO 17044 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-2] o.s.a.r.l.SimpleMessageListenerContainer : Successfully waited for workers to finish.
2023-11-13T00:40:53.367-03:00  INFO 17044 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-2] o.s.a.r.l.SimpleMessageListenerContainer : Successfully waited for workers to finish.
2023-11-13T00:40:53.487-03:00  INFO 17044 --- [SpringApplicationShutdownHook] j.LocalContainerEntityManagerFactoryBean : Closing JPA EntityManagerFactory for persistence unit 'default'
2023-11-13T00:45:03.287-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:03.289-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:03.322-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:03.324-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:03.357-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:03.359-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:03.393-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:03.394-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:03.427-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:03.429-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:03.464-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:03.466-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:03.499-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:03.501-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:03.535-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:03.536-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:03.570-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:03.572-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:03.605-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:03.607-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:03.641-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:03.642-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:03.676-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:03.678-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:03.711-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:03.713-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:03.747-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:03.748-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:03.783-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:03.784-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:03.818-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:03.820-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:03.853-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:03.855-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
2023-11-13T00:45:03.889-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#1-1] b.u.c.t.p.l.PilacoinMineradoListener     : PilaCoin processado: {"chaveCriador":"MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA0EQ1QhBa78jwprN9AmGwczF/7U5GVUCUWIgpOoH4j1txxr4tS6O0ar891Fljh+NiQ7sCErhnwtU5iuN9uLfqrZOx41QRq/CH+qE17aj4jPh5e85CkLRJqWivayZEVRAVD8+1llnuYcSq/PcExJjo/itKMJ51isAeamUwdkUoQl9mDi3rTth/3jIwFtrJQkn06iXMTxFxT4UbUKY2CEtryqMFZVV7GF2hC/jeD2Td8Yg9vh8lBN1sPLBWH/4PthXip0a9NDEXuoLdIU+yzOAzQ0JEcaFvZroTSdjCsxct7bz9DwKGgnS275VWJ/Mm4Zi14//duU9/zS1wEg+toWqXGwIDAQAB","dataCriacao":"2023-11-13T03:44:05.551+00:00","nomeCriador":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479"}
2023-11-13T00:45:03.891-03:00  INFO 3312 --- [org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#2-1] b.u.c.t.p.listener.UsuarioListener       : Recebido da fila 'augusto': {"erro":"Não validado porque o valor do hash não é menor que a dificuldade.","nomeUsuario":"Augusto","nonce":"97220335161270476188446253606969915961212403337506354629250576028421195116479","queue":"pila-minerado"}
